fecha,Usos bicis abono anual día,Usos bicis abono ocasional día,Usos bicis total día
25/05/2016,"10,956",169,"11,125"
26/05/2016,"11,927",226,"12,153"
27/05/2016,"12,026",285,"12,311"
28/05/2016,"7,365",288,"7,653"
29/05/2016,"7,612",407,"8,019"
30/05/2016,"10,238",228,"10,466"
31/05/2016,"11,024",166,"11,190"
01/06/2016,"11,860",168,"12,028"
02/06/2016,"12,091",179,"12,270"
03/06/2016,"11,862",235,"12,097"
04/06/2016,"9,605",454,"10,059"
05/06/2016,"9,158",570,"9,728"
06/06/2016,"11,216",248,"11,464"
07/06/2016,"12,214",204,"12,418"
08/06/2016,"12,863",201,"13,064"
09/06/2016,"12,630",228,"12,858"
10/06/2016,"12,882",299,"13,181"
11/06/2016,"9,684",439,"10,123"
12/06/2016,"8,959",401,"9,360"
13/06/2016,"11,566",149,"11,715"
14/06/2016,"12,381",136,"12,517"
15/06/2016,"11,285",113,"11,398"
16/06/2016,"10,832",81,"10,913"
17/06/2016,"11,401",130,"11,531"
18/06/2016,"8,934",350,"9,284"
19/06/2016,"8,285",305,"8,590"
20/06/2016,"11,266",112,"11,378"
21/06/2016,"12,178",134,"12,312"
22/06/2016,"12,653",152,"12,805"
23/06/2016,"12,639",170,"12,809"
24/06/2016,"12,167",235,"12,402"
25/06/2016,"8,780",408,"9,188"
26/06/2016,"8,510",337,"8,847"
27/06/2016,"11,352",199,"11,551"
28/06/2016,"12,087",138,"12,225"
29/06/2016,"12,558",155,"12,713"
30/06/2016,"12,961",147,"13,108"
01/07/2016,"11,751",155,"11,906"
02/07/2016,"8,519",298,"8,817"
03/07/2016,"7,946",360,"8,306"
04/07/2016,"10,524",255,"10,779"
05/07/2016,"12,205",152,"12,357"
06/07/2016,"11,981",160,"12,141"
07/07/2016,"11,717",167,"11,884"
08/07/2016,"11,306",183,"11,489"
09/07/2016,"8,220",328,"8,548"
10/07/2016,"7,306",340,"7,646"
11/07/2016,"11,081",137,"11,218"
12/07/2016,"12,213",153,"12,366"
13/07/2016,"12,648",180,"12,828"
14/07/2016,"12,046",196,"12,242"
15/07/2016,"11,028",188,"11,216"
16/07/2016,"7,663",357,"8,020"
17/07/2016,"7,107",267,"7,374"
18/07/2016,"10,286",175,"10,461"
19/07/2016,"11,385",168,"11,553"
20/07/2016,"11,436",199,"11,635"
21/07/2016,"11,715",143,"11,858"
22/07/2016,"10,152",212,"10,364"
23/07/2016,"6,206",302,"6,508"
24/07/2016,"5,615",302,"5,917"
25/07/2016,"6,071",216,"6,287"
26/07/2016,"10,209",143,"10,352"
27/07/2016,"10,951",145,"11,096"
28/07/2016,"11,138",151,"11,289"
29/07/2016,"10,110",175,"10,285"
30/07/2016,"7,009",195,"7,204"
31/07/2016,"6,726",296,"7,022"
01/08/2016,"8,628",187,"8,815"
02/08/2016,"8,900",185,"9,085"
03/08/2016,"9,396",204,"9,600"
04/08/2016,"9,293",176,"9,469"
05/08/2016,"8,371",191,"8,562"
06/08/2016,"5,758",258,"6,016"
07/08/2016,"5,413",263,"5,676"
08/08/2016,"7,363",205,"7,568"
09/08/2016,"7,729",168,"7,897"
10/08/2016,"7,980",176,"8,156"
11/08/2016,"7,932",242,"8,174"
12/08/2016,"6,982",274,"7,256"
13/08/2016,"5,006",313,"5,319"
14/08/2016,"4,671",447,"5,118"
15/08/2016,"4,916",352,"5,268"
16/08/2016,"7,307",249,"7,556"
17/08/2016,"7,701",222,"7,923"
18/08/2016,"7,991",248,"8,239"
19/08/2016,"7,511",232,"7,743"
20/08/2016,"5,738",317,"6,055"
21/08/2016,"5,577",347,"5,924"
22/08/2016,"8,095",176,"8,271"
23/08/2016,"8,495",208,"8,703"
24/08/2016,"9,040",189,"9,229"
25/08/2016,"9,013",266,"9,279"
26/08/2016,"8,348",201,"8,549"
27/08/2016,"6,998",335,"7,333"
28/08/2016,"6,451",325,"6,776"
29/08/2016,"9,176",143,"9,319"
30/08/2016,"10,113",102,"10,215"
31/08/2016,"10,646",143,"10,789"
01/09/2016,"10,919",103,"11,022"
02/09/2016,"10,929",133,"11,062"
03/09/2016,"8,301",301,"8,602"
04/09/2016,"7,925",328,"8,253"
05/09/2016,"10,470",123,"10,593"
06/09/2016,"10,927",115,"11,042"
07/09/2016,"11,193",80,"11,273"
08/09/2016,"11,283",125,"11,408"
09/09/2016,"10,819",143,"10,962"
10/09/2016,"7,990",322,"8,312"
11/09/2016,"7,576",255,"7,831"
12/09/2016,"9,565",138,"9,703"
13/09/2016,"8,067",70,"8,137"
14/09/2016,"9,261",121,"9,382"
15/09/2016,"9,846",115,"9,961"
16/09/2016,"9,495",151,"9,646"
17/09/2016,"7,241",225,"7,466"
18/09/2016,"6,623",300,"6,923"
19/09/2016,"7,953",103,"8,056"
20/09/2016,"8,762",79,"8,841"
21/09/2016,"8,862",67,"8,929"
22/09/2016,"9,039",94,"9,133"
23/09/2016,"8,378",97,"8,475"
24/09/2016,"6,482",256,"6,738"
25/09/2016,"5,751",251,"6,002"
26/09/2016,"6,247",96,"6,343"
27/09/2016,"7,728",64,"7,792"
28/09/2016,"8,299",67,"8,366"
29/09/2016,"8,452",80,"8,532"
30/09/2016,"8,666",129,"8,795"
01/10/2016,"7,097",278,"7,375"
02/10/2016,"6,789",364,"7,153"
03/10/2016,"7,955",92,"8,047"
04/10/2016,"8,608",76,"8,684"
05/10/2016,"8,796",51,"8,847"
06/10/2016,"9,093",87,"9,180"
07/10/2016,"8,688",154,"8,842"
08/10/2016,"6,889",348,"7,237"
09/10/2016,"6,079",336,"6,415"
10/10/2016,"7,277",110,"7,387"
11/10/2016,"8,050",82,"8,132"
12/10/2016,"2,759",22,"2,781"
13/10/2016,"4,491",35,"4,526"
14/10/2016,"6,151",49,"6,200"
15/10/2016,"5,162",144,"5,306"
16/10/2016,"4,381",180,"4,561"
17/10/2016,"5,113",70,"5,183"
18/10/2016,"6,263",44,"6,307"
19/10/2016,"4,292",17,"4,309"
20/10/2016,"3,888",14,"3,902"
21/10/2016,"5,610",68,"5,678"
22/10/2016,"2,604",43,"2,647"
23/10/2016,"1,917",36,"1,953"
24/10/2016,"3,811",32,"3,843"
25/10/2016,"5,060",36,"5,096"
26/10/2016,"5,920",60,"5,980"
27/10/2016,"5,986",73,"6,059"
28/10/2016,"5,541",62,"5,603"
29/10/2016,"4,389",186,"4,575"
30/10/2016,"3,617",255,"3,872"
31/10/2016,"4,701",117,"4,818"
01/11/2016,"4,235",168,"4,403"
02/11/2016,"5,645",46,"5,691"
03/11/2016,"6,153",58,"6,211"
04/11/2016,"2,947",18,"2,965"
05/11/2016,"2,166",19,"2,185"
06/11/2016,"3,682",122,"3,804"
07/11/2016,"4,564",56,"4,620"
08/11/2016,"5,525",45,"5,570"
09/11/2016,"4,031",61,"4,092"
10/11/2016,"5,555",50,"5,605"
11/11/2016,"5,773",67,"5,840"
12/11/2016,"4,465",121,"4,586"
13/11/2016,"4,276",144,"4,420"
14/11/2016,"5,138",35,"5,173"
15/11/2016,"5,148",57,"5,205"
16/11/2016,"5,450",40,"5,490"
17/11/2016,"5,774",39,"5,813"
18/11/2016,"5,858",67,"5,925"
19/11/2016,"4,556",183,"4,739"
20/11/2016,"1,502",22,"1,524"
21/11/2016,"4,146",25,"4,171"
22/11/2016,"4,850",12,"4,862"
23/11/2016,"4,312",12,"4,324"
24/11/2016,"5,213",26,"5,239"
25/11/2016,"2,759",8,"2,767"
26/11/2016,"1,782",9,"1,791"
27/11/2016,"1,802",18,"1,820"
28/11/2016,"5,310",62,"5,372"
29/11/2016,"5,299",27,"5,326"
30/11/2016,"5,987",39,"6,026"
01/12/2016,"6,249",23,"6,272"
02/12/2016,"6,511",45,"6,556"
03/12/2016,"4,623",173,"4,796"
04/12/2016,"1,937",26,"1,963"
05/12/2016,"5,256",67,"5,323"
06/12/2016,"4,903",191,"5,094"
07/12/2016,"5,971",61,"6,032"
08/12/2016,"4,449",117,"4,566"
09/12/2016,"5,341",82,"5,423"
10/12/2016,"4,806",206,"5,012"
11/12/2016,"4,386",134,"4,520"
12/12/2016,"5,650",30,"5,680"
13/12/2016,"5,799",25,"5,824"
14/12/2016,"5,191",15,"5,206"
15/12/2016,"4,259",15,"4,274"
16/12/2016,"4,169",14,"4,183"
17/12/2016,"5,660",117,"5,777"
18/12/2016,"4,624",111,"4,735"
19/12/2016,"5,723",54,"5,777"
20/12/2016,"6,158",50,"6,208"
21/12/2016,"6,711",67,"6,778"
22/12/2016,"6,676",46,"6,722"
23/12/2016,"5,949",102,"6,051"
24/12/2016,"3,265",87,"3,352"
25/12/2016,"1,911",116,"2,027"
26/12/2016,"2,996",131,"3,127"
27/12/2016,"4,799",160,"4,959"
28/12/2016,"5,185",247,"5,432"
29/12/2016,"5,561",211,"5,772"
30/12/2016,"4,972",208,"5,180"
31/12/2016,"2,696",103,"2,799"
01/01/2017,"1,767",133,"1,900"
02/01/2017,"3,297",116,"3,413"
03/01/2017,"4,507",156,"4,663"
04/01/2017,"5,214",162,"5,376"
05/01/2017,"5,077",118,"5,195"
06/01/2017,"2,934",161,"3,095"
07/01/2017,"4,030",111,"4,141"
08/01/2017,"3,760",97,"3,857"
09/01/2017,"5,686",76,"5,762"
10/01/2017,"6,221",55,"6,276"
11/01/2017,"6,974",54,"7,028"
12/01/2017,"6,788",77,"6,865"
13/01/2017,"6,743",105,"6,848"
14/01/2017,"5,080",149,"5,229"
15/01/2017,"4,234",139,"4,373"
16/01/2017,"6,036",54,"6,090"
17/01/2017,"5,961",34,"5,995"
18/01/2017,"5,328",47,"5,375"
19/01/2017,"5,084",55,"5,139"
20/01/2017,"5,243",55,"5,298"
21/01/2017,"4,548",119,"4,667"
22/01/2017,"4,003",96,"4,099"
23/01/2017,"5,768",35,"5,803"
24/01/2017,"6,515",25,"6,540"
25/01/2017,"6,435",37,"6,472"
26/01/2017,"6,187",17,"6,204"
27/01/2017,"4,038",10,"4,048"
28/01/2017,"4,479",141,"4,620"
29/01/2017,"2,874",52,"2,926"
30/01/2017,"5,438",67,"5,505"
31/01/2017,"6,756",45,"6,801"
01/02/2017,"6,245",53,"6,298"
02/02/2017,"5,170",39,"5,209"
03/02/2017,"5,573",49,"5,622"
04/02/2017,"4,093",74,"4,167"
05/02/2017,"3,967",97,"4,064"
06/02/2017,"6,602",49,"6,651"
07/02/2017,"6,097",20,"6,117"
08/02/2017,"7,163",19,"7,182"
09/02/2017,"7,020",42,"7,062"
10/02/2017,"4,641",18,"4,659"
11/02/2017,"2,477",27,"2,504"
12/02/2017,"1,929",14,"1,943"
13/02/2017,"5,536",36,"5,572"
14/02/2017,"6,990",82,"7,072"
15/02/2017,"7,583",93,"7,676"
16/02/2017,"7,515",107,"7,622"
17/02/2017,"7,240",141,"7,381"
18/02/2017,"5,624",222,"5,846"
19/02/2017,"5,006",326,"5,332"
20/02/2017,"7,069",105,"7,174"
21/02/2017,"7,568",120,"7,688"
22/02/2017,"8,019",97,"8,116"
23/02/2017,"7,093",99,"7,192"
24/02/2017,"8,240",144,"8,384"
25/02/2017,"6,264",397,"6,661"
26/02/2017,"5,421",328,"5,749"
27/02/2017,"7,052",174,"7,226"
28/02/2017,"7,552",100,"7,652"
01/03/2017,"8,361",81,"8,442"
02/03/2017,"8,320",114,"8,434"
03/03/2017,"5,411",47,"5,458"
04/03/2017,"5,072",159,"5,231"
05/03/2017,"4,633",164,"4,797"
06/03/2017,"7,913",48,"7,961"
07/03/2017,"8,776",79,"8,855"
08/03/2017,"9,521",101,"9,622"
09/03/2017,"9,760",107,"9,867"
10/03/2017,"9,826",206,"10,032"
11/03/2017,"7,473",437,"7,910"
12/03/2017,"6,152",376,"6,528"
13/03/2017,"7,128",95,"7,223"
14/03/2017,"8,414",83,"8,497"
15/03/2017,"9,387",124,"9,511"
16/03/2017,"9,654",128,"9,782"
17/03/2017,"8,362",147,"8,509"
18/03/2017,"5,929",444,"6,373"
19/03/2017,"5,390",491,"5,881"
20/03/2017,"5,861",419,"6,280"
21/03/2017,"8,200",116,"8,316"
22/03/2017,"6,181",30,"6,211"
23/03/2017,"5,235",29,"5,264"
24/03/2017,"5,633",57,"5,690"
25/03/2017,"4,698",148,"4,846"
26/03/2017,"4,646",166,"4,812"
27/03/2017,"6,577",104,"6,681"
28/03/2017,"8,513",92,"8,605"
29/03/2017,"9,173",112,"9,285"
30/03/2017,"9,459",136,"9,595"
31/03/2017,"9,382",141,"9,523"
01/04/2017,"6,999",379,"7,378"
02/04/2017,"6,737",336,"7,073"
03/04/2017,"8,290",160,"8,450"
04/04/2017,"9,173",128,"9,301"
05/04/2017,"8,953",112,"9,065"
06/04/2017,"9,001",110,"9,111"
07/04/2017,"8,972",154,"9,126"
08/04/2017,"6,919",364,"7,283"
09/04/2017,"6,272",452,"6,724"
10/04/2017,"7,576",277,"7,853"
11/04/2017,"7,694",289,"7,983"
12/04/2017,"6,985",298,"7,283"
13/04/2017,"4,233",368,"4,601"
14/04/2017,"4,056",427,"4,483"
15/04/2017,"4,300",602,"4,902"
16/04/2017,"4,757",564,"5,321"
17/04/2017,"8,567",382,"8,949"
18/04/2017,"9,908",213,"10,121"
19/04/2017,"9,269",161,"9,430"
20/04/2017,"8,928",155,"9,083"
21/04/2017,"9,973",206,"10,179"
22/04/2017,"7,539",415,"7,954"
23/04/2017,"8,660",583,"9,243"
24/04/2017,"9,476",274,"9,750"
25/04/2017,"9,410",123,"9,533"
26/04/2017,"9,664",91,"9,755"
27/04/2017,"8,761",61,"8,822"
28/04/2017,"8,217",124,"8,341"
29/04/2017,"3,229",115,"3,344"
30/04/2017,"3,278",144,"3,422"
01/05/2017,"4,831",393,"5,224"
02/05/2017,"6,477",293,"6,770"
03/05/2017,"9,878",132,"10,010"
04/05/2017,"10,442",91,"10,533"
05/05/2017,"9,076",103,"9,179"
06/05/2017,"7,831",389,"8,220"
07/05/2017,"8,158",423,"8,581"
08/05/2017,"10,266",185,"10,451"
09/05/2017,"10,925",206,"11,131"
10/05/2017,"10,571",124,"10,695"
11/05/2017,"7,074",54,"7,128"
12/05/2017,"7,119",61,"7,180"
13/05/2017,"7,036",323,"7,359"
14/05/2017,"7,447",509,"7,956"
15/05/2017,"7,761",448,"8,209"
16/05/2017,"10,710",181,"10,891"
17/05/2017,"11,183",141,"11,324"
18/05/2017,"10,534",159,"10,693"
19/05/2017,"11,251",210,"11,461"
20/05/2017,"9,100",434,"9,534"
21/05/2017,"7,967",402,"8,369"
22/05/2017,"11,221",210,"11,431"
23/05/2017,"11,643",228,"11,871"
24/05/2017,"12,265",210,"12,475"
25/05/2017,"12,466",281,"12,747"
26/05/2017,"12,293",300,"12,593"
27/05/2017,"10,032",586,"10,618"
28/05/2017,"8,820",678,"9,498"
29/05/2017,"11,405",235,"11,640"
30/05/2017,"12,445",178,"12,623"
31/05/2017,"12,795",185,"12,980"
01/06/2017,"13,450",132,"13,582"
02/06/2017,"12,453",198,"12,651"
03/06/2017,"9,006",377,"9,383"
04/06/2017,"9,061",270,"9,331"
05/06/2017,"11,299",182,"11,481"
06/06/2017,"12,320",176,"12,496"
07/06/2017,"12,873",190,"13,063"
08/06/2017,"13,128",211,"13,339"
09/06/2017,"12,915",232,"13,147"
10/06/2017,"9,813",402,"10,215"
11/06/2017,"9,001",407,"9,408"
12/06/2017,"11,676",226,"11,902"
13/06/2017,"12,425",160,"12,585"
14/06/2017,"13,021",115,"13,136"
15/06/2017,"12,870",126,"12,996"
16/06/2017,"12,229",159,"12,388"
17/06/2017,"8,785",285,"9,070"
18/06/2017,"7,718",205,"7,923"
19/06/2017,"12,197",140,"12,337"
20/06/2017,"12,409",129,"12,538"
21/06/2017,"13,700",180,"13,880"
22/06/2017,"13,718",192,"13,910"
23/06/2017,"12,616",178,"12,794"
24/06/2017,"8,943",351,"9,294"
25/06/2017,"7,153",317,"7,470"
26/06/2017,"11,538",162,"11,700"
27/06/2017,"12,991",183,"13,174"
28/06/2017,"13,018",186,"13,204"
29/06/2017,"12,721",145,"12,866"
30/06/2017,"11,515",185,"11,700"
01/07/2017,"8,144",266,"8,410"
02/07/2017,"7,340",305,"7,645"
03/07/2017,"11,905",256,"12,161"
04/07/2017,"12,701",214,"12,915"
05/07/2017,"13,090",265,"13,355"
06/07/2017,"6,135",69,"6,204"
07/07/2017,"7,721",101,"7,822"
08/07/2017,"7,588",315,"7,903"
09/07/2017,"7,862",468,"8,330"
10/07/2017,"11,684",289,"11,973"
11/07/2017,"12,355",169,"12,524"
12/07/2017,"12,603",162,"12,765"
13/07/2017,"12,358",188,"12,546"
14/07/2017,"11,208",186,"11,394"
15/07/2017,"7,354",226,"7,580"
16/07/2017,"7,256",307,"7,563"
17/07/2017,"11,127",193,"11,320"
18/07/2017,"11,844",167,"12,011"
19/07/2017,"12,203",179,"12,382"
20/07/2017,"12,439",177,"12,616"
21/07/2017,"11,433",193,"11,626"
22/07/2017,"7,682",378,"8,060"
23/07/2017,"6,796",285,"7,081"
24/07/2017,"10,956",136,"11,092"
25/07/2017,"11,613",204,"11,817"
26/07/2017,"12,065",137,"12,202"
27/07/2017,"12,414",204,"12,618"
28/07/2017,"11,344",219,"11,563"
29/07/2017,"7,169",281,"7,450"
30/07/2017,"6,490",293,"6,783"
31/07/2017,"9,759",258,"10,017"
01/08/2017,"9,935",177,"10,112"
02/08/2017,"10,519",190,"10,709"
03/08/2017,"10,228",199,"10,427"
04/08/2017,"9,207",210,"9,417"
05/08/2017,"6,235",223,"6,458"
06/08/2017,"5,801",297,"6,098"
07/08/2017,"8,553",193,"8,746"
08/08/2017,"8,844",262,"9,106"
09/08/2017,"8,764",216,"8,980"
10/08/2017,"8,440",197,"8,637"
11/08/2017,"7,573",272,"7,845"
12/08/2017,"5,341",333,"5,674"
13/08/2017,"4,973",462,"5,435"
14/08/2017,"6,536",316,"6,852"
15/08/2017,"5,781",316,"6,097"
16/08/2017,"8,001",292,"8,293"
17/08/2017,"8,472",277,"8,749"
18/08/2017,"7,692",222,"7,914"
19/08/2017,"5,766",328,"6,094"
20/08/2017,"5,657",337,"5,994"
21/08/2017,"8,469",241,"8,710"
22/08/2017,"9,130",187,"9,317"
23/08/2017,"9,430",212,"9,642"
24/08/2017,"9,699",219,"9,918"
25/08/2017,"9,107",237,"9,344"
26/08/2017,"6,860",373,"7,233"
27/08/2017,"6,348",349,"6,697"
28/08/2017,"5,877",88,"5,965"
29/08/2017,"10,215",235,"10,450"
30/08/2017,"11,224",161,"11,385"
31/08/2017,"12,064",154,"12,218"
01/09/2017,"12,042",179,"12,221"
02/09/2017,"8,727",446,"9,173"
03/09/2017,"8,863",449,"9,312"
04/09/2017,"12,386",261,"12,647"
05/09/2017,"13,437",212,"13,649"
06/09/2017,"14,052",232,"14,284"
07/09/2017,"14,092",257,"14,349"
08/09/2017,"13,481",325,"13,806"
09/09/2017,"9,634",341,"9,975"
10/09/2017,"8,958",427,"9,385"
11/09/2017,"12,666",213,"12,879"
12/09/2017,"13,674",166,"13,840"
13/09/2017,"14,269",224,"14,493"
14/09/2017,"14,288",196,"14,484"
15/09/2017,"13,109",200,"13,309"
16/09/2017,"9,434",386,"9,820"
17/09/2017,"9,218",419,"9,637"
18/09/2017,"12,353",156,"12,509"
19/09/2017,"13,438",153,"13,591"
20/09/2017,"14,130",198,"14,328"
21/09/2017,"14,023",170,"14,193"
22/09/2017,"13,325",305,"13,630"
23/09/2017,"10,329",495,"10,824"
24/09/2017,"9,904",499,"10,403"
25/09/2017,"12,789",181,"12,970"
26/09/2017,"13,612",209,"13,821"
27/09/2017,"13,872",186,"14,058"
28/09/2017,"14,228",212,"14,440"
29/09/2017,"14,456",258,"14,714"
30/09/2017,"11,151",474,"11,625"
01/10/2017,"10,292",590,"10,882"
02/10/2017,"13,105",204,"13,309"
03/10/2017,"14,255",241,"14,496"
04/10/2017,"14,475",156,"14,631"
05/10/2017,"15,045",263,"15,308"
06/10/2017,"14,564",239,"14,803"
07/10/2017,"11,344",416,"11,760"
08/10/2017,"10,601",497,"11,098"
09/10/2017,"13,187",251,"13,438"
10/10/2017,"13,659",140,"13,799"
11/10/2017,"14,068",158,"14,226"
12/10/2017,"10,099",396,"10,495"
13/10/2017,"11,313",365,"11,678"
14/10/2017,"9,223",587,"9,810"
15/10/2017,"9,250",481,"9,731"
16/10/2017,"12,838",208,"13,046"
17/10/2017,"11,316",142,"11,458"
18/10/2017,"6,339",38,"6,377"
19/10/2017,"12,291",139,"12,430"
20/10/2017,"13,327",149,"13,476"
21/10/2017,"10,759",363,"11,122"
22/10/2017,"10,423",459,"10,882"
23/10/2017,"12,132",221,"12,353"
24/10/2017,"13,290",149,"13,439"
25/10/2017,"13,836",136,"13,972"
26/10/2017,"14,274",186,"14,460"
27/10/2017,"14,110",269,"14,379"
28/10/2017,"10,861",563,"11,424"
29/10/2017,"8,972",517,"9,489"
30/10/2017,"12,392",269,"12,661"
31/10/2017,"13,423",233,"13,656"
01/11/2017,"10,173",394,"10,567"
02/11/2017,"12,647",205,"12,852"
03/11/2017,"12,893",307,"13,200"
04/11/2017,"8,413",362,"8,775"
05/11/2017,"8,461",395,"8,856"
06/11/2017,"10,804",94,"10,898"
07/11/2017,"11,833",96,"11,929"
08/11/2017,"11,621",59,"11,680"
09/11/2017,"7,292",138,"7,430"
10/11/2017,"10,143",135,"10,278"
11/11/2017,"8,418",345,"8,763"
12/11/2017,"7,851",412,"8,263"
13/11/2017,"10,354",120,"10,474"
14/11/2017,"11,097",65,"11,162"
15/11/2017,"11,291",63,"11,354"
16/11/2017,"11,854",81,"11,935"
17/11/2017,"11,847",176,"12,023"
18/11/2017,"9,591",325,"9,916"
19/11/2017,"8,223",411,"8,634"
20/11/2017,"10,885",149,"11,034"
21/11/2017,"11,648",86,"11,734"
22/11/2017,"11,784",89,"11,873"
23/11/2017,"12,160",75,"12,235"
24/11/2017,"12,325",120,"12,445"
25/11/2017,"9,162",313,"9,475"
26/11/2017,"7,474",265,"7,739"
27/11/2017,"9,687",51,"9,738"
28/11/2017,"6,813",23,"6,836"
29/11/2017,"10,586",36,"10,622"
30/11/2017,"10,237",77,"10,314"
01/12/2017,"9,630",37,"9,667"
02/12/2017,"6,680",135,"6,815"
03/12/2017,"6,061",170,"6,231"
04/12/2017,"8,734",50,"8,784"
05/12/2017,"9,279",57,"9,336"
06/12/2017,"5,988",154,"6,142"
07/12/2017,"7,060",182,"7,242"
08/12/2017,"5,116",205,"5,321"
09/12/2017,"5,857",287,"6,144"
10/12/2017,"4,537",185,"4,722"
11/12/2017,"7,576",23,"7,599"
12/12/2017,"9,280",35,"9,315"
13/12/2017,"9,420",19,"9,439"
14/12/2017,"9,825",62,"9,887"
15/12/2017,"10,289",82,"10,371"
16/12/2017,"8,165",131,"8,296"
17/12/2017,"6,942",151,"7,093"
18/12/2017,"9,140",50,"9,190"
19/12/2017,"10,232",55,"10,287"
20/12/2017,"10,391",33,"10,424"
21/12/2017,"10,372",94,"10,466"
22/12/2017,"9,901",164,"10,065"
23/12/2017,"6,604",188,"6,792"
24/12/2017,"4,198",181,"4,379"
25/12/2017,"2,347",58,"2,405"
26/12/2017,"5,003",69,"5,072"
27/12/2017,"6,049",161,"6,210"
28/12/2017,"6,951",195,"7,146"
29/12/2017,"7,423",249,"7,672"
30/12/2017,"5,891",323,"6,214"
31/12/2017,"3,889",245,"4,134"
01/01/2018,"3,454",315,"3,769"
02/01/2018,"6,414",235,"6,649"
03/01/2018,"7,690",200,"7,890"
04/01/2018,"8,282",183,"8,465"
05/01/2018,"5,872",75,"5,947"
06/01/2018,"1,379",14,"1,393"
07/01/2018,"2,414",7,"2,421"
08/01/2018,"7,802",41,"7,843"
09/01/2018,"5,915",9,"5,924"
10/01/2018,"7,045",11,"7,056"
11/01/2018,"8,765",39,"8,804"
12/01/2018,"9,262",41,"9,303"
13/01/2018,"4,311",31,"4,342"
14/01/2018,"5,375",82,"5,457"
15/01/2018,"8,130",49,"8,179"
16/01/2018,"9,315",61,"9,376"
17/01/2018,"9,698",42,"9,740"
18/01/2018,"10,004",101,"10,105"
19/01/2018,"10,226",117,"10,343"
20/01/2018,"7,471",245,"7,716"
21/01/2018,"7,460",242,"7,702"
22/01/2018,"9,511",63,"9,574"
23/01/2018,"10,212",88,"10,300"
24/01/2018,"10,689",46,"10,735"
25/01/2018,"6,790",17,"6,807"
26/01/2018,"9,192",67,"9,259"
27/01/2018,"6,681",175,"6,856"
28/01/2018,"6,069",195,"6,264"
29/01/2018,"9,164",76,"9,240"
30/01/2018,"9,785",65,"9,850"
31/01/2018,"10,190",89,"10,279"
01/02/2018,"9,070",62,"9,132"
02/02/2018,"8,789",47,"8,836"
03/02/2018,"6,586",177,"6,763"
04/02/2018,"2,152",23,"2,175"
05/02/2018,"2,895",7,"2,902"
06/02/2018,"7,745",40,"7,785"
07/02/2018,"8,023",30,"8,053"
08/02/2018,"8,278",49,"8,327"
09/02/2018,"8,485",70,"8,555"
10/02/2018,"6,220",216,"6,436"
11/02/2018,"6,115",217,"6,332"
12/02/2018,"8,168",83,"8,251"
13/02/2018,"8,476",62,"8,538"
14/02/2018,"9,320",70,"9,390"
15/02/2018,"9,205",123,"9,328"
16/02/2018,"9,515",162,"9,677"
17/02/2018,"7,232",284,"7,516"
18/02/2018,"6,686",339,"7,025"
19/02/2018,"9,048",66,"9,114"
20/02/2018,"9,924",79,"10,003"
21/02/2018,"9,326",92,"9,418"
22/02/2018,"9,370",50,"9,420"
23/02/2018,"9,452",115,"9,567"
24/02/2018,"6,940",273,"7,213"
25/02/2018,"6,608",294,"6,902"
26/02/2018,"9,235",87,"9,322"
27/02/2018,"4,627",13,"4,640"
28/02/2018,"3,615",13,"3,628"
01/03/2018,"3,254",5,"3,259"
02/03/2018,"3,615",8,"3,623"
03/03/2018,"4,580",106,"4,686"
04/03/2018,"5,280",134,"5,414"
05/03/2018,"6,159",42,"6,201"
06/03/2018,"7,641",47,"7,688"
07/03/2018,"9,573",70,"9,643"
08/03/2018,"9,520",63,"9,583"
09/03/2018,"4,818",12,"4,830"
10/03/2018,"3,858",76,"3,934"
11/03/2018,"4,509",60,"4,569"
12/03/2018,"8,478",92,"8,570"
13/03/2018,"9,267",75,"9,342"
14/03/2018,"3,219",27,"3,246"
15/03/2018,"8,998",77,"9,075"
16/03/2018,"7,844",139,"7,983"
17/03/2018,"5,016",162,"5,178"
18/03/2018,"6,187",235,"6,422"
19/03/2018,"5,829",35,"5,864"
20/03/2018,"8,030",48,"8,078"
21/03/2018,"8,763",50,"8,813"
22/03/2018,"9,451",79,"9,530"
23/03/2018,"7,071",54,"7,125"
24/03/2018,"4,894",131,"5,025"
25/03/2018,"5,075",204,"5,279"
26/03/2018,"7,357",181,"7,538"
27/03/2018,"7,985",202,"8,187"
28/03/2018,"7,263",214,"7,477"
29/03/2018,"4,036",220,"4,256"
30/03/2018,"2,976",268,"3,244"
31/03/2018,"3,664",285,"3,949"
01/04/2018,"4,772",510,"5,282"
02/04/2018,"8,853",301,"9,154"
03/04/2018,"9,293",98,"9,391"
04/04/2018,"9,794",96,"9,890"
05/04/2018,"10,976",138,"11,114"
06/04/2018,"8,253",156,"8,409"
07/04/2018,"5,237",81,"5,318"
08/04/2018,"7,248",294,"7,542"
09/04/2018,"6,908",28,"6,936"
10/04/2018,"3,063",6,"3,069"
11/04/2018,"8,612",67,"8,679"
12/04/2018,"7,075",53,"7,128"
13/04/2018,"8,595",80,"8,675"
14/04/2018,"7,668",330,"7,998"
15/04/2018,"7,296",300,"7,596"
16/04/2018,"9,844",116,"9,960"
17/04/2018,"11,402",168,"11,570"
18/04/2018,"12,504",191,"12,695"
19/04/2018,"12,561",139,"12,700"
20/04/2018,"12,150",177,"12,327"
21/04/2018,"8,705",419,"9,124"
22/04/2018,"9,094",336,"9,430"
